age,workclass,fnlwgt,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
61,3,230545,9,1,3,3,0,1,0,0,35,3,0
71,0,162297,9,3,3,3,0,1,0,0,20,0,0
47,0,169549,9,0,1,0,0,0,0,0,40,0,1
38,0,117528,13,1,3,3,0,1,0,0,45,0,0
25,0,273876,13,1,3,1,0,0,0,0,65,0,0
33,0,529104,7,0,3,0,0,0,0,0,50,0,0
40,3,456110,7,2,3,3,0,1,0,0,52,0,0
39,3,180868,7,1,3,1,1,1,0,0,40,0,0
29,0,170301,9,0,3,3,0,1,2829,0,40,0,0
33,0,55717,9,1,1,1,0,0,0,0,40,0,0
46,0,166181,10,1,3,2,1,1,0,0,36,0,0
24,0,52242,9,0,3,3,0,1,0,0,40,0,1
28,0,224629,14,1,2,1,3,0,0,0,30,3,0
20,0,197997,9,1,1,1,0,0,0,0,40,0,0
34,0,46144,10,2,3,3,0,1,0,0,40,0,0
34,3,180871,13,0,3,0,0,0,0,0,55,0,0
25,0,212311,10,1,3,3,1,1,0,0,40,0,0
36,0,232874,13,0,3,0,0,0,0,0,40,0,0
61,0,175999,9,0,3,0,0,0,0,0,40,0,0
38,0,177121,10,3,3,1,0,1,0,0,58,0,0
57,0,299358,9,3,3,3,0,1,0,1719,25,0,0
20,3,326624,9,1,3,2,0,1,0,0,40,0,0
56,0,129836,9,0,3,3,0,1,0,0,10,0,0
24,0,225515,13,1,2,1,0,1,0,0,40,0,0
60,0,145664,10,2,3,1,0,1,0,0,48,0,0
37,0,151764,10,0,2,0,0,0,0,0,50,0,0
27,0,183523,10,0,3,0,0,0,0,0,40,0,1
54,0,257869,10,3,3,1,0,0,0,0,28,3,0
40,0,73025,9,0,3,0,2,0,0,0,30,3,0
18,0,165532,8,1,3,2,0,0,0,0,15,0,0
51,3,140035,9,0,3,0,0,0,0,0,40,0,1
40,1,325159,10,0,3,0,0,0,0,0,50,0,1
64,3,161926,9,0,0,0,0,0,0,0,8,0,0
24,0,163665,9,1,3,1,0,1,2174,0,40,0,0
33,0,106938,9,0,3,3,1,1,0,0,38,0,0
31,0,97453,9,2,2,3,0,1,0,0,40,0,0
26,2,242464,9,0,3,0,0,0,3103,0,40,0,1
54,0,155233,13,1,3,1,0,1,14084,0,40,0,1
31,0,248653,2,1,3,1,0,0,0,0,37,1,0
39,0,59313,8,3,3,1,1,0,0,0,45,2,0
22,0,141297,10,1,3,2,0,0,0,0,40,0,0
31,0,227325,10,1,1,1,0,0,0,0,40,0,0
68,0,123653,3,3,3,1,0,0,0,0,12,3,0
59,3,176317,6,2,3,1,0,1,0,0,37,0,0
35,1,77146,9,0,1,0,0,0,2829,0,45,0,0
25,0,169124,13,1,3,2,0,0,0,0,40,0,0
23,0,179413,9,1,1,3,0,0,0,0,40,0,0
35,0,180137,10,2,2,3,0,0,0,0,60,0,0
17,3,179319,6,1,3,2,0,0,0,0,30,0,0
19,0,45766,10,1,3,1,0,0,0,0,45,0,0
53,0,152810,14,0,2,0,0,0,0,1977,55,0,1
59,0,214052,3,2,3,3,0,1,0,0,40,0,0
37,0,201141,9,1,3,2,0,1,0,0,37,0,0
74,1,43599,9,3,3,1,0,0,0,0,20,0,0
28,0,292536,10,1,3,1,0,0,0,0,50,0,0
40,0,82161,13,1,3,1,0,0,0,0,40,0,0
30,0,180656,10,3,1,1,0,0,0,0,40,2,0
20,0,181370,10,1,3,2,1,0,0,0,40,0,0
80,0,148623,15,0,0,0,0,0,0,0,35,0,1
51,0,84399,9,0,3,0,1,0,0,0,40,0,0
17,0,143331,6,1,3,2,0,0,0,0,15,0,0
37,3,48779,13,0,0,0,0,0,0,0,40,0,0
19,3,175495,9,1,3,2,1,1,0,0,24,0,0
58,0,83542,9,1,3,1,0,0,0,0,40,0,0
57,0,214619,10,0,1,0,0,0,0,0,40,0,0
37,0,160035,10,2,3,1,0,0,0,0,40,0,0
23,3,39603,10,1,1,3,3,0,0,0,40,0,0
36,0,181589,13,1,3,1,0,1,0,0,32,3,0
33,0,261511,9,0,1,0,0,0,0,0,40,0,0
30,0,29522,10,0,3,3,0,1,0,0,40,0,0
30,0,36340,9,1,3,3,0,1,0,0,24,0,0
41,0,320984,15,0,0,0,0,0,99999,0,65,0,1
57,3,403625,10,0,3,0,2,0,0,0,60,0,1
23,0,122346,9,1,3,2,0,0,0,0,40,0,0
40,0,105794,15,1,0,1,0,1,14084,0,50,0,1
53,0,152883,9,3,3,1,1,1,0,0,40,0,0
31,3,123037,10,1,3,1,0,0,0,0,13,0,0
41,3,339682,3,0,3,0,0,0,0,0,40,1,0
36,0,182074,9,1,3,3,0,0,0,0,40,0,0
30,0,248588,8,2,3,1,0,1,0,0,40,0,0
44,0,187584,9,0,3,0,0,0,0,0,40,3,0
36,0,46706,9,1,3,2,0,0,0,0,40,0,0
42,0,190290,12,0,0,0,0,0,0,0,40,0,1
48,1,247294,9,0,1,0,0,0,0,0,30,3,0
22,0,117779,13,1,0,2,0,0,0,0,40,0,0
38,0,121602,9,0,3,0,0,0,0,0,40,0,0
31,0,451744,9,1,1,1,0,0,0,0,50,0,0
32,0,107793,9,2,3,2,0,0,2174,0,40,0,0
35,0,339772,9,0,3,0,1,0,0,0,40,0,0
21,0,185582,10,1,3,2,0,0,0,0,43,0,0
26,0,260614,9,0,3,0,0,0,0,0,40,0,0
19,2,53220,9,1,3,2,1,1,0,0,40,0,0
43,0,213844,9,3,1,3,1,1,0,0,42,0,1
33,0,213226,9,0,1,0,0,0,0,0,60,0,0
30,0,58582,13,1,1,2,0,0,0,0,10,0,0
52,0,193116,6,0,3,0,0,0,0,0,45,0,0
38,2,201410,13,0,2,0,0,0,0,0,40,0,1
28,0,190525,13,0,2,0,0,0,0,0,46,0,1
57,1,138285,12,0,3,0,0,0,0,0,40,3,0
51,0,111939,13,0,0,0,0,0,0,0,50,0,1
50,0,109277,5,0,3,0,0,0,0,0,48,0,0
32,0,331539,13,0,2,0,2,0,0,0,50,3,1
32,0,396745,13,0,0,0,0,0,0,2415,48,0,1
37,0,126675,9,0,1,0,0,0,0,0,40,0,0
69,1,349022,9,0,3,0,0,0,0,0,33,0,0
33,3,98145,10,2,3,3,3,0,0,0,30,0,0
37,0,234901,10,0,3,0,0,0,0,0,50,3,1
36,0,100681,10,1,3,1,0,0,2463,0,40,0,0
47,1,265097,9,0,3,0,0,0,0,0,45,0,1
63,0,237379,6,0,3,0,0,0,0,0,40,0,0
21,0,44793,10,1,3,1,0,0,0,0,65,0,0
17,0,270942,9,1,3,3,0,0,0,0,35,1,0
56,0,193622,9,3,1,3,0,0,0,0,40,0,0
90,2,187749,12,0,3,0,2,0,0,0,20,3,0
27,0,160178,10,2,3,1,0,1,0,0,38,0,0
38,0,680390,9,2,3,3,0,1,0,0,20,0,0
33,0,96245,12,0,0,0,0,0,0,0,50,0,0
26,0,34803,9,1,2,1,0,1,0,0,40,0,0
20,0,170091,10,1,3,2,0,1,0,0,35,0,0
42,0,231813,7,0,3,0,0,0,0,0,40,0,0
55,0,23789,9,2,2,1,0,1,0,0,40,0,0
32,3,438711,10,0,0,3,1,1,0,0,40,0,0
66,0,169804,13,0,3,0,0,0,20051,0,40,0,1
66,2,376506,16,2,0,1,0,1,3273,0,40,0,0
49,0,28791,10,2,3,1,0,1,0,0,40,0,0
34,0,162814,9,2,3,1,1,0,0,0,45,0,0
38,0,58108,13,0,2,0,0,0,0,0,50,0,1
40,3,102226,9,0,2,0,0,0,0,0,40,0,0
22,3,209131,12,1,3,2,0,0,0,0,20,0,0
46,1,157117,9,0,3,0,0,0,0,0,40,0,0
29,0,172865,9,0,3,0,0,0,0,0,50,0,0
19,0,29798,8,1,3,2,3,0,0,0,20,0,0
71,3,229424,9,3,3,1,0,1,0,0,40,0,0
37,2,80680,13,2,0,3,0,1,1151,0,35,0,0
52,2,238959,14,1,0,1,0,0,0,0,32,0,1
27,0,189462,14,1,3,1,0,1,0,0,46,0,0
52,0,139347,9,0,3,3,0,1,0,0,40,0,0
31,0,188108,9,1,1,2,0,0,4101,0,40,0,0
37,3,111128,10,0,1,0,0,0,0,0,50,0,1
28,0,81540,9,1,3,1,0,0,0,0,40,0,0
25,0,257562,4,0,1,0,0,0,0,0,40,1,0
31,0,59496,10,0,3,0,0,0,0,0,50,0,0
29,0,29974,9,0,1,0,0,0,0,0,40,0,0
45,0,102597,9,3,3,3,0,1,0,0,35,0,0
69,0,41419,4,0,3,0,0,0,0,0,20,0,0
50,0,118565,7,0,3,0,1,0,0,0,40,0,0
54,3,312897,16,0,0,0,0,0,0,0,46,3,1
17,0,166290,5,1,3,2,0,1,0,0,20,0,0
34,0,160261,9,1,3,2,2,0,14084,0,35,3,1
32,1,116834,9,0,3,3,0,1,0,0,5,2,0
23,0,203076,10,1,3,2,0,0,0,0,40,0,0
66,0,201197,13,0,0,0,0,0,0,0,45,0,1
61,0,273803,9,0,1,0,0,0,0,0,40,0,0
55,0,156797,10,2,3,1,0,1,0,0,40,0,0
24,0,283896,9,1,3,1,0,0,0,0,40,0,0
30,0,149368,9,2,3,3,0,0,1151,0,30,0,0
49,0,156926,11,2,2,1,0,0,0,0,45,0,1
21,3,163911,10,1,3,2,0,1,0,0,3,0,0
56,3,165881,9,0,3,0,0,0,0,0,50,0,1
25,0,86872,9,0,3,0,0,0,0,0,40,0,0
49,0,167523,13,2,3,1,0,0,0,0,40,0,0
58,0,154950,13,0,3,0,0,0,0,0,40,0,1
40,3,171231,13,1,3,1,0,0,0,0,40,3,0
62,0,244933,14,2,0,1,0,1,0,0,45,0,0
54,0,256908,13,0,3,0,0,0,0,0,25,0,1
34,1,33442,11,1,3,3,0,1,0,0,40,0,0
18,0,126142,6,1,1,2,0,0,0,0,30,0,0
28,3,268222,7,1,3,1,1,1,0,0,40,0,0
32,0,167106,9,0,3,0,2,0,0,0,40,3,0
22,2,50065,13,1,0,1,0,1,0,0,35,0,0
34,3,252529,13,1,0,1,0,0,0,0,48,0,0
53,3,199665,13,0,3,0,0,0,0,0,30,0,1
47,0,343579,9,0,3,0,0,0,0,0,40,1,0
19,0,190817,10,1,3,2,0,1,0,0,40,0,0
41,3,151089,10,0,2,0,0,0,0,2415,55,0,1
46,0,186820,10,0,3,3,0,1,5013,0,40,0,0
56,1,210731,4,2,3,3,0,0,0,0,20,1,0
42,0,123816,9,2,3,1,1,1,0,0,40,0,0
25,0,77071,13,1,0,2,0,1,0,2339,35,0,0
42,0,115085,9,0,3,0,0,0,0,0,50,0,0
43,0,170525,13,2,0,1,0,1,14344,0,40,0,1
17,0,209949,7,1,3,2,0,1,0,1602,12,0,0
57,1,34297,4,0,1,0,0,0,0,0,40,0,1
40,0,180985,14,0,2,0,0,0,0,0,50,0,1
62,2,33365,9,3,3,1,0,1,0,0,40,3,0
20,0,197752,10,1,3,2,0,0,0,0,16,0,0
47,0,180551,10,0,3,0,0,0,0,0,50,0,0
40,0,77975,10,0,2,0,0,0,0,0,40,0,0
44,0,159297,9,0,2,3,2,1,0,0,40,2,1
48,0,94342,13,0,1,0,0,0,0,0,55,0,0
39,3,34180,11,0,3,0,0,0,0,0,60,0,1
46,2,367251,10,0,1,0,1,0,0,0,40,0,1
72,3,172407,15,0,0,0,0,0,99999,0,50,0,1
53,0,303462,9,0,3,0,0,0,0,0,30,0,0
47,3,220269,10,0,3,0,0,0,0,0,40,0,1
40,1,45093,9,2,1,1,0,0,0,0,45,3,0
34,0,101709,9,3,3,1,2,0,0,0,40,0,0
41,0,219591,9,1,3,2,0,0,0,0,40,0,0
41,0,76625,9,0,1,0,0,0,0,0,40,0,0
20,0,342599,10,1,3,2,0,0,0,0,35,0,0
42,3,125846,2,0,3,0,0,0,0,0,60,2,0
54,2,238257,13,1,0,1,0,0,0,0,50,0,0
39,3,206253,13,0,0,3,0,1,0,0,40,0,0
37,0,172571,9,2,3,1,0,0,0,0,40,0,0
59,0,95165,16,0,3,0,0,0,0,0,40,0,0
69,0,141181,3,0,3,0,0,0,1797,0,40,0,0
24,0,267843,13,1,0,2,1,1,0,0,35,0,0
36,0,181382,11,0,3,0,0,0,3103,0,40,0,1
21,3,207782,10,1,3,2,0,0,0,0,30,0,0
68,3,103161,9,3,3,1,0,0,0,0,32,0,0
20,0,132320,10,3,1,1,0,0,0,0,40,0,0
26,1,201138,11,1,3,1,0,1,0,0,35,0,0
48,0,239058,8,3,3,3,0,1,0,0,50,0,0
39,3,239755,15,0,0,0,0,0,0,1902,50,0,1
21,0,176262,12,1,3,2,0,1,0,0,18,0,0
22,0,264738,9,1,2,3,0,1,0,0,42,3,0
34,0,182218,11,2,0,3,0,1,0,0,40,0,0
33,0,318982,10,0,2,0,0,0,0,0,45,0,1
46,0,216666,5,0,3,0,0,0,0,0,40,3,0
47,0,274200,7,0,1,0,0,0,7298,0,40,0,1
65,0,150095,13,0,2,0,0,0,0,0,40,0,1
23,0,192978,9,0,3,0,0,0,0,0,40,0,0
28,0,68021,10,1,3,1,0,1,0,0,30,0,0
34,1,28568,9,2,2,1,0,0,0,0,60,0,1
20,0,115057,10,1,3,1,0,0,0,0,40,0,0
28,0,139568,7,1,3,1,0,0,0,0,40,0,0
52,3,138497,13,0,2,0,0,0,0,0,60,0,0
40,3,182460,14,0,0,3,2,1,0,0,38,3,1
22,0,253310,13,1,2,2,0,1,0,0,7,0,0
29,3,130856,9,0,2,0,0,0,0,0,45,0,0
31,1,389765,4,0,0,0,0,0,0,0,60,0,0
42,3,52781,14,0,0,0,0,0,0,1902,40,0,1
38,0,146178,9,1,1,3,1,1,0,0,40,0,0
22,0,231053,7,0,3,0,0,0,0,0,70,0,1
21,3,145964,10,1,3,2,0,0,0,0,40,0,0
43,0,483450,5,0,2,0,0,0,0,0,40,1,0
43,3,198316,13,0,2,0,0,0,0,0,50,0,1
33,0,160614,10,0,2,0,0,0,0,0,50,0,0
17,3,325171,6,1,3,2,1,0,0,0,35,0,0
54,1,172898,15,0,0,0,0,0,5178,0,50,0,1
45,0,186473,9,2,3,3,0,1,0,0,40,0,0
55,2,286967,6,0,1,0,0,0,0,0,45,0,0
51,1,111939,9,0,3,0,0,0,0,0,35,0,1
65,3,325089,6,2,1,3,0,0,0,0,40,0,0
21,0,143582,13,1,0,2,2,1,0,0,45,0,0
40,0,308027,9,3,3,3,1,1,0,0,40,0,0
58,0,105060,10,1,3,1,1,1,0,0,37,0,0
53,3,39643,9,3,2,1,0,1,0,0,58,0,0
39,0,186191,14,0,0,0,0,0,0,1848,50,0,1
56,2,267763,9,0,3,0,0,0,0,0,40,0,0
37,0,124293,10,0,3,0,0,0,0,0,50,0,0
44,0,36271,13,0,1,0,0,0,0,0,40,0,0
49,0,143459,5,3,3,2,0,0,0,0,38,0,0
36,0,186376,10,0,3,0,2,0,0,0,50,0,1
59,3,52822,13,0,1,0,0,0,0,0,60,0,0
33,0,104509,9,2,3,2,0,1,0,0,40,0,0
36,0,184456,15,1,2,1,0,0,27828,0,50,0,1
26,0,192302,10,0,2,3,0,1,0,0,25,0,0
22,0,156822,6,1,3,1,0,1,0,1762,25,0,0
25,0,214413,14,1,3,2,0,0,0,0,40,0,0
28,0,108574,10,0,3,3,0,1,0,0,15,0,0
41,0,223934,12,2,3,3,0,1,0,0,38,0,0
45,0,200559,11,0,3,0,0,0,0,0,70,0,0
43,0,137722,9,0,3,0,0,0,0,0,40,0,0
30,0,261677,5,1,3,3,1,0,0,0,40,0,0
33,0,136331,9,3,1,3,0,0,0,0,50,0,0
34,0,329993,10,0,3,0,0,0,0,0,40,0,0
21,0,91819,11,1,3,1,0,0,0,0,30,0,0
31,0,201122,13,0,3,0,0,0,0,1902,45,0,1
48,0,315423,3,0,3,0,0,0,0,0,40,0,0
22,0,103277,10,1,3,2,0,1,0,0,20,0,0
47,0,236805,10,2,3,3,0,1,0,0,60,0,0
27,0,74883,13,1,3,1,2,1,0,0,40,3,0
18,0,115443,7,1,3,1,0,0,0,0,25,0,0
43,0,150528,14,0,0,0,0,0,0,0,40,0,1
36,0,43701,10,3,3,1,0,1,0,0,20,0,0
37,3,419053,9,2,1,1,0,0,0,0,40,0,0
24,0,183594,11,1,1,2,0,0,0,0,20,0,0
24,0,390348,9,1,3,1,0,0,0,0,40,0,0
38,0,36989,13,0,3,0,0,0,3908,0,70,0,0
48,0,247895,13,0,2,0,1,0,0,0,40,0,1
75,0,191446,2,0,3,3,1,1,0,0,16,0,0
43,1,33521,13,2,0,1,0,0,0,0,70,0,1
64,0,46087,13,2,2,1,0,1,0,0,50,0,0
67,3,129188,16,0,3,0,0,0,20051,0,5,0,1
36,0,356824,9,2,3,1,0,1,0,0,40,0,0
53,0,158746,10,0,3,0,0,0,0,0,40,0,0
22,0,153323,10,1,0,1,1,0,0,0,20,0,0
73,1,130391,9,1,3,1,0,1,0,0,36,0,0
46,0,173613,9,2,3,1,0,1,0,0,40,0,0
45,0,362883,9,0,1,0,0,0,5013,0,40,0,0
43,0,182757,9,0,1,0,0,0,0,0,40,0,1
20,0,50397,9,1,3,2,1,0,0,0,20,0,0
43,3,101709,10,2,3,1,2,0,0,0,40,0,0
21,0,202570,8,1,3,3,1,0,0,0,48,2,0
40,0,145649,9,3,3,3,1,1,0,0,25,0,0
36,0,136343,13,0,0,0,0,0,0,0,40,0,1
64,3,142166,13,2,3,1,0,0,0,0,45,0,0
19,3,242001,10,1,3,2,0,1,0,0,40,0,0
46,0,127089,10,0,0,0,0,0,5178,0,38,0,1
46,2,124071,14,2,2,3,0,1,0,0,65,0,1
41,2,190368,13,1,0,1,0,1,0,0,70,0,0
29,3,19793,10,2,3,3,0,1,0,0,8,0,0
28,0,67661,10,1,3,3,0,1,0,0,40,0,0
23,0,62278,10,0,3,0,0,0,0,0,45,0,0
30,3,295010,13,1,3,1,0,1,0,0,60,0,1
44,0,203897,13,3,3,1,0,1,0,0,40,3,0
27,0,265314,9,0,3,0,0,0,0,0,45,0,1
25,0,159603,9,1,3,3,0,1,0,0,34,0,0
29,0,134331,6,0,1,0,0,0,0,0,40,0,0
54,0,123011,9,0,3,0,0,0,0,0,40,3,1
27,0,274964,13,1,3,1,0,0,0,0,65,0,0
34,0,66309,9,0,1,0,0,0,0,0,35,0,0
38,0,73471,10,0,3,0,0,0,0,0,50,0,0
24,3,26671,9,1,3,3,3,1,0,0,40,0,0
56,0,357118,14,0,0,3,0,1,0,0,40,0,1
35,3,184655,9,0,3,0,0,0,0,0,62,0,0
23,3,55492,11,1,3,1,3,1,0,0,30,0,0
23,0,175266,10,1,1,1,0,0,0,0,40,0,0
19,0,188008,10,1,3,2,1,1,0,0,20,0,0
42,0,87284,15,0,0,0,0,0,7298,0,35,0,1
46,0,330087,13,0,2,0,0,0,15024,0,45,0,1
48,3,56975,9,2,3,3,2,1,0,0,84,2,0
27,0,150025,9,1,3,1,0,0,0,0,40,3,0
22,3,189203,12,1,3,3,0,0,0,0,15,0,0
49,3,330874,10,0,3,0,0,0,0,0,70,0,1
23,0,136824,10,1,3,2,0,0,0,0,20,0,0
24,0,201179,9,1,3,2,0,0,0,0,40,0,0
34,0,324654,9,1,3,2,2,0,0,0,40,3,0
25,3,366207,9,1,3,2,0,0,0,0,40,0,0
33,1,103860,10,0,1,0,0,0,0,0,50,0,0
22,0,106700,12,1,3,2,0,1,0,0,27,0,0
54,2,163557,9,1,3,1,0,1,0,0,30,0,0
39,3,286261,14,1,0,1,0,1,0,0,40,0,0
25,0,123083,13,1,0,1,0,1,0,0,40,0,0
75,3,125197,9,0,3,0,0,0,0,0,26,0,0
28,1,278073,9,1,3,3,1,0,0,0,30,0,0
50,0,133963,13,2,3,1,0,1,0,0,50,0,0
62,1,71467,13,0,1,0,0,0,0,0,55,0,1
40,0,76487,9,0,3,0,0,0,0,0,40,0,0
58,2,215245,13,1,0,1,0,1,0,0,37,0,0
24,3,127185,12,0,2,3,0,1,0,0,40,0,0
21,0,179720,9,1,3,3,0,1,0,0,30,0,0
40,0,88909,13,0,2,0,0,0,15024,0,50,0,1
45,0,341995,11,0,0,0,0,0,0,1902,42,0,1
48,0,173938,9,0,2,0,0,0,0,0,60,0,0
34,0,344275,9,1,3,1,0,0,0,0,70,0,0
23,0,150463,9,1,3,3,3,1,0,0,40,3,0
43,2,209544,14,1,2,1,0,1,10520,0,50,0,1
42,2,201723,10,1,1,1,0,0,0,0,40,0,0
39,1,343476,13,0,0,0,0,0,15024,0,50,3,1
52,3,77392,9,0,3,0,0,0,0,0,60,0,0
21,3,171156,10,1,3,1,0,1,0,0,35,0,0
56,1,357118,13,1,2,1,0,1,0,0,60,0,0
48,3,167749,9,0,3,3,0,1,0,0,40,0,1
37,1,352882,9,2,2,1,2,1,0,0,70,3,1
25,0,51201,9,0,1,0,0,0,0,0,35,0,0
40,0,365986,13,0,3,2,0,0,0,0,40,0,1
34,0,400416,7,1,3,2,1,0,0,0,45,0,0
52,0,31533,9,2,3,1,0,0,0,0,40,0,0
41,0,106900,13,0,3,0,0,0,0,1902,42,0,1
36,2,192337,9,1,3,1,0,0,0,0,40,0,0
21,0,118712,11,1,1,2,0,0,0,1504,40,0,0
28,0,301654,13,1,0,1,0,1,0,0,40,0,0
31,1,145162,13,0,2,0,0,0,0,0,60,2,1
20,0,88126,10,1,3,2,0,0,0,0,9,3,0
68,0,165017,9,0,0,0,0,0,0,0,40,3,1
35,0,238342,9,0,3,0,0,0,0,0,40,0,0
32,0,857532,9,1,3,2,1,0,0,0,40,0,0
64,0,134378,14,0,2,0,0,0,0,0,50,0,1
17,0,260797,6,1,3,2,0,1,0,0,23,0,0
25,0,138765,13,1,0,1,0,0,0,0,20,0,0
74,3,256674,9,3,3,1,0,1,0,0,25,0,0
31,0,247444,11,0,3,0,0,0,0,0,40,3,0
51,3,454063,16,0,2,0,0,0,7298,0,40,0,1
67,0,180539,9,0,3,0,0,0,0,0,10,0,0
42,0,397346,9,1,1,1,0,0,3325,0,40,0,0
29,0,107160,9,1,3,1,0,0,0,0,40,0,0
31,0,262024,9,0,3,0,1,0,0,0,40,0,0
21,0,131230,9,0,1,0,0,0,0,0,37,0,0
67,0,274451,6,0,3,0,0,0,0,0,16,0,0
41,3,365986,9,2,3,1,0,0,0,0,40,0,1
27,0,204515,13,1,3,1,0,1,0,0,36,0,0
51,0,99316,8,2,3,3,0,0,0,0,50,0,0
21,3,206681,7,0,3,3,0,1,0,0,40,0,0
28,0,268726,9,0,1,0,0,0,0,0,46,0,0
21,0,275395,10,1,1,2,0,0,0,0,40,0,0
28,0,383322,11,0,3,0,0,0,0,0,40,0,1
29,0,126822,9,0,3,0,0,0,0,0,35,0,0
39,3,168355,9,0,2,0,0,0,0,0,70,0,0
21,0,162667,13,1,3,1,0,0,0,0,40,3,0
43,0,373403,11,0,1,0,0,0,0,0,40,0,0
44,1,274562,9,1,1,1,0,0,14344,0,40,0,1
28,0,249362,7,0,3,0,0,0,0,0,50,0,0
31,0,111567,5,1,3,1,0,0,0,0,43,0,1
18,3,216508,9,1,3,2,0,0,0,0,30,0,0
27,0,145784,10,0,3,3,3,1,0,0,45,0,0
34,3,209317,10,0,3,0,0,0,0,0,40,0,0
25,0,259505,9,1,3,1,0,0,0,0,40,0,0
34,0,345360,13,0,3,0,0,0,0,0,40,3,0
43,2,198096,9,0,1,0,0,0,7688,0,40,0,1
40,3,33126,14,0,1,0,0,0,0,0,50,0,0
21,0,206354,9,1,3,3,1,1,0,0,35,0,0
25,0,1484705,10,2,2,3,0,1,0,0,25,0,0
21,0,26410,9,1,3,1,0,1,0,0,40,0,0
19,1,220901,10,1,3,2,0,0,0,0,30,0,0
49,3,44671,12,0,1,0,0,0,0,0,40,0,1
20,0,38620,10,1,3,2,0,0,0,0,20,0,0
36,0,89040,7,0,3,0,0,0,0,0,47,0,0
32,0,370160,10,3,2,3,1,1,0,0,40,0,0
23,0,208946,10,1,3,2,0,0,0,0,32,0,0
21,0,131230,10,1,3,2,0,0,0,0,10,0,0
25,0,60358,13,1,2,2,0,0,0,0,40,0,0
26,0,350853,3,1,3,1,0,0,0,0,40,2,0
24,0,209782,13,1,3,2,0,1,0,0,40,0,0
22,0,351952,10,1,0,3,0,1,0,0,20,0,0
26,0,142081,9,0,3,3,0,1,0,0,40,1,0
22,0,164775,5,1,3,3,0,0,0,0,40,3,0
41,2,47858,13,0,3,0,0,0,0,0,40,0,1
18,0,404085,9,0,3,3,0,1,0,0,40,0,0
24,0,218678,13,1,3,2,0,0,0,0,40,0,0
38,0,184655,9,0,1,0,0,0,0,1740,48,0,0
36,0,321760,13,1,3,1,0,1,0,0,17,0,0
45,2,185399,14,2,0,2,0,1,0,0,55,0,0
38,2,409200,10,0,3,0,0,0,0,0,40,0,1
38,0,40077,9,0,1,0,0,0,0,0,50,0,1
34,1,31740,9,1,3,1,0,0,0,0,40,0,0
53,2,233722,12,1,3,1,1,0,0,0,40,0,0
32,0,192039,11,0,0,3,0,1,0,0,40,0,1
17,0,222618,7,1,3,2,1,1,0,0,30,0,0
45,3,213646,13,0,2,0,0,0,7298,0,40,0,1
31,2,194141,9,0,3,0,0,0,0,0,48,0,0
47,3,80282,16,0,0,0,0,0,0,0,45,0,0
27,0,166350,9,1,3,1,0,0,0,0,50,0,0
61,3,60641,10,0,3,3,0,1,0,0,30,0,0
33,0,124827,9,0,3,0,0,0,0,0,40,0,0
67,0,105438,9,3,3,3,0,1,0,0,40,0,0
38,0,85244,13,3,1,1,0,0,0,0,40,0,0
25,0,120535,9,2,3,3,0,1,0,0,40,0,0
33,2,269604,3,1,3,3,3,1,0,0,40,3,0
27,0,247711,9,0,3,3,0,1,0,0,40,0,0
45,0,380922,9,0,1,0,0,0,0,0,60,0,1
24,0,281221,13,1,3,3,2,1,0,0,40,3,0
23,0,269687,11,1,3,1,0,0,0,0,40,0,0
48,0,181758,10,2,3,3,0,1,0,0,40,0,0
61,3,136787,10,0,3,0,0,0,0,0,40,0,1
22,0,107882,9,1,0,2,0,1,0,0,20,0,0
34,0,172579,11,2,3,3,0,1,0,0,40,0,0
32,0,29933,9,0,3,0,0,0,5178,0,40,0,1
35,3,38905,10,2,3,1,0,1,0,0,50,0,0
36,0,168826,6,1,1,1,0,0,0,0,40,0,0
24,0,424034,9,1,2,3,0,0,0,0,40,0,0
60,0,117509,5,0,1,0,0,0,0,0,40,0,0
28,3,196971,13,1,3,1,0,1,0,0,43,0,0
64,0,69525,9,2,1,3,0,0,0,0,20,0,0
22,0,374116,9,1,3,3,0,1,0,0,35,0,0
27,0,283913,3,1,3,1,0,1,0,0,65,3,0
36,3,147258,10,2,3,1,0,0,0,0,60,0,0
27,0,139903,9,1,3,3,1,1,0,0,30,0,0
52,0,112959,10,3,3,1,0,1,0,0,40,0,0
57,1,264148,9,0,3,0,0,0,0,0,45,0,0
23,0,256211,10,1,3,1,2,0,0,0,24,3,0
29,1,142519,9,0,3,0,0,0,0,0,40,0,0
34,0,281852,9,1,3,1,1,0,0,0,80,0,0
38,0,380543,9,1,3,3,1,1,0,0,30,0,0
50,1,204402,9,0,3,0,0,0,0,0,84,0,1
50,0,192203,7,0,3,0,0,0,0,0,40,0,0
51,1,199005,13,0,2,3,0,1,0,0,40,0,1
17,3,61838,6,1,1,2,0,0,0,0,40,0,0
25,0,210095,7,3,3,1,0,1,0,0,40,1,0
19,0,187352,9,0,1,0,0,0,0,0,40,0,0
43,1,32451,9,0,1,0,0,0,0,0,40,0,0
59,0,140569,10,3,3,1,0,0,14084,0,60,0,1
39,0,87556,14,1,0,1,0,0,6849,0,40,0,0
18,0,79443,5,1,3,2,0,0,0,0,40,1,0
27,0,212622,14,1,2,2,0,1,0,0,40,0,0
39,0,32650,11,1,3,1,0,0,0,0,60,0,0
44,0,125461,13,0,3,0,0,0,0,0,40,0,1
